Jop title,Company name,Location,Skills,links
Senior Talent Acquisition Specialist,Surgitech ,"Mokattam, Cairo, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · Human Resources (HR) · Interviewing · Recruitment · Talent acquisition · Human Resources,https://wuzzuf.net/jobs/p/0dtwin3I4zYd-Senior-Talent-Acquisition-Specialist-Surgitech-Cairo-Egypt?o=391&l=sp&t=sj&a=data analysis|search-v3|hpb
Purchasing Specialist- Food Industry,Food Brand,"Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Food industry · Purchasing · Procurement · Business Administration · Food · Logistics · Supply Chain · Purchasing/Procurement,https://wuzzuf.net/jobs/p/fMUgQKPAVBX6-Purchasing-Specialist--Food-Industry-Food-Brand-Cairo-Egypt?o=392&l=sp&t=sj&a=data analysis|search-v3|hpb
Software Engineer,Smartera 3S ,"Alexandria, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Computer Science · Software Development · Java · OOP · Docker · Web Services · RESTful · MySQL · Design · Software Engineering,https://wuzzuf.net/jobs/p/tlGozMubQdC7-Software-Engineer-Smartera-3S-Alexandria-Egypt?o=393&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Marketing Executive,Carina Wear,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Marketing · Social Media · Communication · Business Administration · English · Software · Market Research · Research · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/LHMGQidqRRJT-Senior-Marketing-Executive-Carina-Wear-Cairo-Egypt?o=394&l=sp&t=sj&a=data analysis|search-v3|hpb
MRP Engineer,Power House Egypt,"6th of October, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · males_only · MRP · Engineering · ERP · Oil&Gas · Planning · Manufacturing · Engineering - Oil & Gas/Energy,https://wuzzuf.net/jobs/p/xn4f4VSyeDHC-MRP-Engineer-Power-House-Egypt-Giza-Egypt?o=395&l=sp&t=sj&a=data analysis|search-v3|hpb
Researcher,Confidential -,"Heliopolis, Cairo, Egypt ",Full timeFreelance / ProjectEntry Level · 0 - 4 Yrs of Exp · Research · Skills · Generate ideas · Marketing · Market Research · Social Media · English · Marketing/PR/Advertising · Analyst/Research,https://wuzzuf.net/jobs/p/glLk14bhCG0e-Researcher-Cairo-Egypt?o=396&l=sp&t=sj&a=data analysis|search-v3|hpb
Customer Service Manager,Nozha Group,"Heliopolis, Cairo, Egypt ",Full timeManager · 10+ Yrs of Exp · Customer · Customer Care · Customer Service · Customer Support · Service · Skills · Negotiation · Experience · Communication · Customer Service/Support,https://wuzzuf.net/jobs/p/kf4K4PwZmEdj-Customer-Service-Manager-Nozha-Group-Cairo-Egypt?o=397&l=sp&t=sj&a=data analysis|search-v3|hpb
Cost Accounting Supervisor,Ibn Sina Pharma,"New Cairo, Cairo, Egypt ",Full timeManager · 7 - 9 Yrs of Exp · Finance · Cost Control · Accounting · Stock Control · Management · English · CMA · Cost · Pharmaceutical · Accounting/Finance,https://wuzzuf.net/jobs/p/OFx7qDKukGfV-Cost-Accounting-Supervisor-Ibn-Sina-Pharma-Cairo-Egypt?o=398&l=sp&t=sj&a=data analysis|search-v3|hpb
Assistant Brand Manager,Elabd Foods,"Mohandessin, Giza, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Marketing · Research · Media · Social Media · Communication · Business · FMCG · Brand Management · Market Research · Sales,https://wuzzuf.net/jobs/p/57j5xh2PAtQe-Assistant-Brand-Manager-Elabd-Foods-Giza-Egypt?o=399&l=sp&t=sj&a=data analysis|search-v3|hpb
Digital Media Buyer,Virtual Worker Now,"Cairo, Egypt ",Full timeWork from homeExperienced · 2 - 5 Yrs of Exp · Social Media · Marketing · Digital Marketing · Media Buying · Digital Media · Media · Microsoft Excel · Communication Skills · Planning · media buyer,https://wuzzuf.net/jobs/p/F3uUJOMhHCRs-Digital-Media-Buyer-Virtual-Worker-Now-Cairo-Egypt?o=400&l=sp&t=sj&a=data analysis|search-v3|hpb
Customer Success Specialist,Kashier Payment Solutions,"Zamalek, Cairo, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Customer Service · Customer Support · Customer Care · Customer Relations · Fin-Tech · Microsoft Excel · Microsoft Office · Technical Support · Computer Skills · English,https://wuzzuf.net/jobs/p/UxxvDe2jLQwO-Customer-Success-Specialist-Kashier-Payment-Solutions-Cairo-Egypt?o=401&l=sp&t=sj&a=data analysis|search-v3|hpb
Vendor Support Specialist,My Mall,"Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Advertising · Branding · Commerce · Communication · Communication skills · Market Research · Marketing · Skills · E- Commerce · E-Commerce,https://wuzzuf.net/jobs/p/ADgf3YFX3ihm-Vendor-Support-Specialist-My-Mall-Cairo-Egypt?o=402&l=sp&t=sj&a=data analysis|search-v3|hpb
Sales Manager,Confidential -,"Zamalek, Cairo, Egypt ",Full timeManager · 10 - 12 Yrs of Exp · Sales · Sales Manager · sales skills · Sales Target · Customer Service · Operations/Management · Sales/Retail,https://wuzzuf.net/jobs/p/GaRlW8MkWD4e-Sales-Manager-Cairo-Egypt?o=403&l=sp&t=sj&a=data analysis|search-v3|hpb
KG Homeroom Teacher - American Division,Menese International Schools,"Obour City, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · English Education · Teaching · English Teaching · learning · Kindergarten · Education · KG · Education/Teaching,https://wuzzuf.net/jobs/p/huSRdtownGYP-KG-Homeroom-Teacher---American-Division-Menese-International-Schools-Cairo-Egypt?o=404&l=sp&t=sj&a=data analysis|search-v3|hpb
Production Engineer Section Head,LinkMisr,"10th of Ramadan City, Cairo, Egypt ",Full timeManager · 8 - 10 Yrs of Exp · Engineering · Production · Mechanical Engineering · Mechanical · Maintenance · Metal · MS Office · English · Installation/Maintenance/Repair · Manufacturing/Production,https://wuzzuf.net/jobs/p/1TTUjRqE1WDL-Production-Engineer-Section-Head-LinkMisr-Cairo-Egypt?o=405&l=sp&t=sj&a=data analysis|search-v3|hpb
Fleet Section Head,Chema Foam,"10th of Ramadan City, Sharqia, Egypt ",Full timeExperienced · 8 - 10 Yrs of Exp · Engineering · English · Fleet Maintenance · Fleet · Management · Microsoft Office · Repair · MS Office · Fleet Logisitics · Installation/Maintenance/Repair,https://wuzzuf.net/jobs/p/9p5aKuEQ7kId-Fleet-Section-Head-Chema-Foam-Sharqia-Egypt?o=406&l=sp&t=sj&a=data analysis|search-v3|hpb
Compensation and Benefits Section Head,Andalusia Group,"Alexandria, Egypt ",Full timeManager · 7 - 10 Yrs of Exp · Labor Law · Compensation · Compensation and Benefits · Benefits · Human Resources (HR) · Payroll · Accounting · Finance · Salary Surveys · Labor Legislation,https://wuzzuf.net/jobs/p/Je4jnNpeBekg-Compensation-and-Benefits-Section-Head-Andalusia-Group-Alexandria-Egypt?o=407&l=sp&t=sj&a=data analysis|search-v3|hpb
General Manager,Confidential -,"Cairo, Egypt ",Full timeSenior Management · 20+ Yrs of Exp · Business Management · Real Estate · Financial Management · General Manager · Management · MBA · Operations/Management · C-Level Executive/GM/Director,https://wuzzuf.net/jobs/p/2Z5Q0YKRXwVc-General-Manager-Cairo-Egypt?o=408&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior IT System & Network Specialist,Confidential -,"Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · males_preferred · CCNA · CCNP · Computer Science · firewalls · Information Technology (IT) · Office 365 · MCSE · Installation · Engineering · ESXi,https://wuzzuf.net/jobs/p/zWqK0vPO8aA4-Senior-IT-System-Network-Specialist-Giza-Egypt?o=409&l=sp&t=sj&a=data analysis|search-v3|hpb
Talent Management Specialist,Confidential -,"10th of Ramadan City, Cairo, Egypt ",Full timeExperienced · 5 - 6 Yrs of Exp · Personnel · Human Resources (HR) · Recruitment · Microsoft Office · HR · English · Communication Skills · Communication · People Management · HR Diploma,https://wuzzuf.net/jobs/p/LCocOOESdrgt-Talent-Management-Specialist-Cairo-Egypt?o=410&l=sp&t=sj&a=data analysis|search-v3|hpb
Customer Service Officer,Basata Microfinance Solutions ,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Customer Service · Customer Care · Customer Support · Sales · Marketing · Customer Service/Support · Sales/Retail,https://wuzzuf.net/jobs/p/iw3hS481SkhM-Customer-Service-Officer-Basata-Microfinance-Solutions-Cairo-Egypt?o=411&l=sp&t=sj&a=data analysis|search-v3|hpb
System Administrator,CreditGO,"Alexandria, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Engineering · CCNA · Information Technology (IT) · Installation · ERP · Network Administration · System Administration · Networks · Computer Science · Engineering,https://wuzzuf.net/jobs/p/kYwKJJby3qGC-System-Administrator-CreditGO-Alexandria-Egypt?o=412&l=sp&t=sj&a=data analysis|search-v3|hpb
Pricing Support Specialist,WebBeds,"Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Pricing · Business Intelligence · English · Travel · Marketing · Purchasing · Procurement · Tourism · Market Research · Analyst/Research,https://wuzzuf.net/jobs/p/QFRdJ1ESKntA-Pricing-Support-Specialist-WebBeds-Cairo-Egypt?o=413&l=sp&t=sj&a=data analysis|search-v3|hpb
Content Writer- English,Confidential -,"Giza, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · English Literature · Writing · Editing · Content Writing · Arabic · SEO · English · Linguistics · Translation · Social Media,https://wuzzuf.net/jobs/p/znacExk8Hgh0-Content-Writer--English-Giza-Egypt?o=414&l=sp&t=sj&a=data analysis|search-v3|hpb
Account Manager,Kiddy Corner Nursery,"Sheraton, Cairo, Egypt ",Part timeFreelance / ProjectExperienced · 2 - 4 Yrs of Exp · Sales Target · Business · Skills · Sales Skills · Sales · Customer Service · Marketing · Manufacturing · Business Development · Advertising,https://wuzzuf.net/jobs/p/aJeh3fUJrRHh-Account-Manager-Kiddy-Corner-Nursery-Cairo-Egypt?o=415&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Technical Support Engineer,Team 4 Security,"Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Design · Electrical Engineering · Information Technology (IT) · Networking · Technical Support · Communication · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/I17ssEPo46pG-Senior-Technical-Support-Engineer-Team-4-Security-Cairo-Egypt?o=416&l=sp&t=sj&a=data analysis|search-v3|hpb
Recruitment Specialist,Anasia Egypt for Trading,"Sheraton, Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Human Resources · Hiring · Recruitment · English · Human Resources (HR) · ATS · Human Resources,https://wuzzuf.net/jobs/p/rTNt0ADqLuPS-Recruitment-Specialist-Anasia-Egypt-for-Trading-Cairo-Egypt?o=417&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Specialist,EIC Systems,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Communication · Communication skills · Digital · Skills · Marketing · E-Marketing · Online Marketing · Social Media · Creative · Media,https://wuzzuf.net/jobs/p/Q20RhWXYLXKX-Marketing-Specialist-EIC-Systems-Cairo-Egypt?o=418&l=sp&t=sj&a=data analysis|search-v3|hpb
Maintenance Engineer,Marmonil Marble & Granite,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · males_only · Maintenance · Mechanical Engineering · Engineering · Microsoft Office · Lean Six Sigma · Communication Skills · Troubleshooting · Computer Skills · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical,https://wuzzuf.net/jobs/p/qJIVaErgDqZ7-Maintenance-Engineer-Marmonil-Marble-Granite-Cairo-Egypt?o=419&l=sp&t=sj&a=data analysis|search-v3|hpb
Sr. Digital Marketing Strategist,TACC Network,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Digital Marketing · E-Marketing · SEO · Social Media · Digital · Marketing · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/g2dHCvlj0dGi-Sr-Digital-Marketing-Strategist-TACC-Network-Cairo-Egypt?o=420&l=sp&t=sj&a=data analysis|search-v3|hpb
Sr. Digital Marketing Strategist,TACC Network,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Digital Marketing · E-Marketing · SEO · Social Media · Digital · Marketing · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/g2dHCvlj0dGi-Sr-Digital-Marketing-Strategist-TACC-Network-Cairo-Egypt?o=421&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Procurement Engineer,Urban Estate,"New Cairo, Cairo, Egypt ",Full timeExperienced · 5 - 8 Yrs of Exp · Engineering · Purchasing · Procurement · Construction · Purchasing/Procurement · Engineering - Telecom/Technology · Engineering - Other,https://wuzzuf.net/jobs/p/GqZDftYdRwyr-Senior-Procurement-Engineer-Urban-Estate-Cairo-Egypt?o=422&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior HR Generalist,Afaq Construction,"Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Human Resources (HR) · Recruitment · Payroll · Personnel · Training · Employee Relations · Performance Management · Human Resources,https://wuzzuf.net/jobs/p/5zyXfzYXTgcP-Senior-HR-Generalist-Afaq-Construction-Cairo-Egypt?o=423&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Full Stack Developer (PHP Laravel & Vue.js),Starzly,"Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · full stack · Software Development · Laravel · React · MongoDB · Information Technology (IT) · Computer Science · MySQL · Git · Software,https://wuzzuf.net/jobs/p/6glm4eLIkoNB-Senior-Full-Stack-Developer-PHP-Laravel-Vuejs-Starzly-Cairo-Egypt?o=424&l=sp&t=sj&a=data analysis|search-v3|hpb
Sales Supervisor Alexandria,Pharma Overseas,"Mandara, Alexandria, Egypt ",Full timeManager · 2 - 3 Yrs of Exp · Sales · Customer Service · Sales Target · Management · Sales/Retail,https://wuzzuf.net/jobs/p/HquJ1B5uiBTk-Sales-Supervisor-Alexandria-Pharma-Overseas-Alexandria-Egypt?o=425&l=sp&t=sj&a=data analysis|search-v3|hpb
Chemist,SADRIC EGYPT,"10th of Ramadan City, Cairo, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Chemist · English · ISO · Manufacturing · Quality Control · Chemistry · Science · Chemicals · R&D/Science · Quality,https://wuzzuf.net/jobs/p/5zLy5e9L6vf1-Chemist-SADRIC-EGYPT-Cairo-Egypt?o=426&l=sp&t=sj&a=data analysis|search-v3|hpb
Communication Engineer,Talaat Moustafa Group,"Madinaty, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Information Technology (IT) · Computer Science · Real Estate · Microsoft Office · Communication Engineering · Computer Engineering · Real-Estate · Troubleshooting · English · IT/Software Development,https://wuzzuf.net/jobs/p/BjQCFiuBbrnR-Communication-Engineer-Talaat-Moustafa-Group-Cairo-Egypt?o=427&l=sp&t=sj&a=data analysis|search-v3|hpb
Performance Marketing Specialist,Nest Of Ads,"New Nozha, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · E-Marketing · Marketing · Performance Marketing · Performance · Social Media · Online Marketing · Google Adwords · Digital campaigns · Digital · Creative,https://wuzzuf.net/jobs/p/KJ0bhOsxoYUV-Performance-Marketing-Specialist-Nest-Of-Ads-Cairo-Egypt?o=428&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Manager,Next Home,"Mokattam, Cairo, Egypt ",Full timeManager · 10 - 12 Yrs of Exp · Real Estate · Social Media · Marketing · Market Research · Sales · Management · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/BfRtB41nZERs-Marketing-Manager-Next-Home-Cairo-Egypt?o=429&l=sp&t=sj&a=data analysis|search-v3|hpb
SR Quality Engineer,Confidential -,"Badr City, Cairo, Egypt ",Full timeExperienced · 8 - 10 Yrs of Exp · QC · Engineering · Quality Assurance · Quality Control · Steel · Construction · Engineering - Construction/Civil/Architecture · Quality,https://wuzzuf.net/jobs/p/ISq4toOKtNp4-SR-Quality-Engineer-Cairo-Egypt?o=430&l=sp&t=sj&a=data analysis|search-v3|hpb
PHP Developer,Confidential -,"Cairo, Egypt ",Full timeFreelance / ProjectWork from homeExperienced · 2+ Yrs of Exp · Information Technology (IT) · PHP · Software Development · Computer Science · Programming · javaScript · Laravel · HTML5 · CSS3 · SQL,https://wuzzuf.net/jobs/p/CuNWjKis8SdO-PHP-Developer-Cairo-Egypt?o=431&l=sp&t=sj&a=data analysis|search-v3|hpb
Compensation & Benefits Supervisor,Confidential -,"Obour City, Cairo, Egypt ",Full timeManager · 5 - 8 Yrs of Exp · Compensation · Benefits · Human Resources (HR) · HRIS · Manufacturing · Human Resources,https://wuzzuf.net/jobs/p/0AXn4snITL3f-Compensation-Benefits-Supervisor-Cairo-Egypt?o=432&l=sp&t=sj&a=data analysis|search-v3|hpb
Export Manager - Medical Supplies,United Alpha International ,"New Cairo, Cairo, Egypt ",Full timeManager · 5+ Yrs of Exp · Export · Industry · Logistics · Medical · Medical Devices · Pharmaceutical · Sales · supplies · Supply Chain · Sales Target,https://wuzzuf.net/jobs/p/U4yiRffjOVtY-Export-Manager---Medical-Supplies-United-Alpha-International-Cairo-Egypt?o=433&l=sp&t=sj&a=data analysis|search-v3|hpb
HR Executive,Dumiah animation studio,"Maadi, Cairo, Egypt ",Full timeExperienced · 3 - 4 Yrs of Exp · Startup · Human Resources (HR) · Recruitment · Interviewing · Screening · Sourcing · Head Hunting · Labor Law · C&amp;B · HRIS,https://wuzzuf.net/jobs/p/mTdk1bq5kPWy-HR-Executive-Dumiah-animation-studio-Cairo-Egypt?o=434&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Executive,Alwaha ِِِAlkhalijia,"Hadayek Alahram, Giza, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Marketing · Market Research · E-Marketing · Real Estate · Media · Social Media · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/CsonUe6f6NsC-Marketing-Executive-Alwaha-ِِِAlkhalijia-Giza-Egypt?o=435&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Application Support Engineer,Andalusia Group,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Administration · computer · Application Support · Education · Computer Science · Admin · Engineering · IT · Software · Information Technology (IT),https://wuzzuf.net/jobs/p/MbHJjT15LLKe-Senior-Application-Support-Engineer-Andalusia-Group-Cairo-Egypt?o=436&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Assurance Supervisor,Chema Foam,"10th of Ramadan City, Sharqia, Egypt ",Full timeManager · 6 - 8 Yrs of Exp · English · ISO 9001 · ISO · Lead auditor · Leadership · quality · Quality Assurance · Quality Control · Skills · IT/Software Development,https://wuzzuf.net/jobs/p/sJyn5P36Y4Fp-Quality-Assurance-Supervisor-Chema-Foam-Sharqia-Egypt?o=437&l=sp&t=sj&a=data analysis|search-v3|hpb
HR -Organization Development Supervisor,Ibn Sina Pharma,"New Cairo, Cairo, Egypt ",Full timeManager · 4 - 6 Yrs of Exp · OD · Organization Development · Human Resources (HR) · Human Resources,https://wuzzuf.net/jobs/p/zOsMAqtoGD0V-HR--Organization-Development-Supervisor-Ibn-Sina-Pharma-Cairo-Egypt?o=438&l=sp&t=sj&a=data analysis|search-v3|hpb
Procurement Specialist,Confidential -,"Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Procurement · Purchasing · Supply Chain · English · Logistics · Microsoft Office · Business Administration · Management · ERP · SAP,https://wuzzuf.net/jobs/p/Tm8yUy4FU5Kl-Procurement-Specialist-Cairo-Egypt?o=439&l=sp&t=sj&a=data analysis|search-v3|hpb
Junior Mechanical Maintenance Engineer (Alexandria Residents),Confidential -,"Alexandria, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · Mechanical Engineering · Maintenance · Mechanical Power Engineering · Mechanical Power · Engineering · Management · Mechanical · Power · Pumps · Power Engineering,https://wuzzuf.net/jobs/p/NxXOWB2DPxhB-Junior-Mechanical-Maintenance-Engineer-Alexandria-Residents-Alexandria-Egypt?o=440&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Control Section Head,Egypt Power Group,"Hawamdeyya, Giza, Egypt ",Full timeManager · 6 - 9 Yrs of Exp · males_only · Quality Control · Quality Assurance · Automotive · Engineering · English · Mechanical · Mechanical Engineering · QA · QC · Quality,https://wuzzuf.net/jobs/p/CXD4BiWYO9nr-Quality-Control-Section-Head-Egypt-Power-Group-Giza-Egypt?o=441&l=sp&t=sj&a=data analysis|search-v3|hpb
Property Consultant - Sales Real Estate - Cairo,Go Green Real Estate,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Property Sales · Sales · Sales Skills · Sales Target · Real Estate · CRM · DPR · Property Consultant · Real Estate Sales · Customer Service,https://wuzzuf.net/jobs/p/Jkhyzhk4ZUoe-Property-Consultant---Sales-Real-Estate---Cairo-Go-Green-Real-Estate-Cairo-Egypt?o=442&l=sp&t=sj&a=data analysis|search-v3|hpb
Microsoft Dynamics CRM Support Engineer,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · CRM · Dynamics · Dynamics CRM · Microsoft Dynamics · Customer Support · Application Support · English · Communication · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/gP3TVjqhgQlf-Microsoft-Dynamics-CRM-Support-Engineer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=443&l=sp&t=sj&a=data analysis|search-v3|hpb
Java Developer,One Point Holding,"Smart Village, Giza, Egypt ",Full timeEntry Level · 1 - 4 Yrs of Exp · Computer Science · Angular · Engineering · Information Technology (IT) · Java · Programming · Software · Software Development · Spring · SQL,https://wuzzuf.net/jobs/p/fmnTDzVzaV4F-Java-Developer-One-Point-Holding-Giza-Egypt?o=444&l=sp&t=sj&a=data analysis|search-v3|hpb
HR Generalist,Confidential -,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · HR Generalist · Commerce English · MS Excel · MS Office · Microsoft Office · English · Personnel · HR · Human Resources (HR) · Recruitment,https://wuzzuf.net/jobs/p/JM52VD87lCvU-HR-Generalist-Cairo-Egypt?o=445&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior SharePoint Developer,DEVOPSolution,"Nasr City, Cairo, Egypt ",Full timeExperienced · 6+ Yrs of Exp · Computer Science · Computer Engineering · Information Technology (IT) · HTML5 · CSS3 · Bootstrap · CSS · Angular · React · ASP,https://wuzzuf.net/jobs/p/WR6Wh7ZyTCIl-Senior-SharePoint-Developer-DEVOPSolution-Cairo-Egypt?o=446&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Cyber Security Engineer (New Cairo),Ibn Sina Pharma,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Information Technology (IT) · Security · Engineering · Computer Science · CCNP Security · CCNP · CISSP · CEH · English · Science,https://wuzzuf.net/jobs/p/m5nYlwnY2Ab2-Senior-Cyber-Security-Engineer-New-Cairo-Ibn-Sina-Pharma-Cairo-Egypt?o=447&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Supervisor,Ghalioungui ,"Mokattam, Cairo, Egypt ",Full timeManager · 5 - 7 Yrs of Exp · Marketing · Software Development · Digital Marketing · Market Research · Computer Skills · Microsoft office · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/CKUBxHQLZ0OL-Marketing-Supervisor-Ghalioungui-Cairo-Egypt?o=448&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Manager,SID I Sultans For Investment and Development ,"Sheikh Zayed, Giza, Egypt ",Full timeManager · 20+ Yrs of Exp · Accounting · Financial Management · Finance · English · Microsoft Office · Financial · Reporting · Communication · General Ledger · Office,https://wuzzuf.net/jobs/p/2wAKLx6EG92T-Accounting-Manager-SID-I-Sultans-For-Investment-and-Development-Giza-Egypt?o=449&l=sp&t=sj&a=data analysis|search-v3|hpb
Hub Operation Leader,Speedaf Express,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Customer Support · Operations · Delivery · Call Center · Communication skills · Customer Service · Customer Service/Support · Logistics/Supply Chain · Operations/Management,https://wuzzuf.net/jobs/p/l1KstKMk7Sfo-Hub-Operation-Leader-Speedaf-Express-Cairo-Egypt?o=450&l=sp&t=sj&a=data analysis|search-v3|hpb
Sales Executive,Vortex,"Giza, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · Marketing · Digital Advertising · Advertisement · Advertising · Indoor Sales · Outdoor Sales · Digital Marketing · Sales Field · Account Management · Business Development,https://wuzzuf.net/jobs/p/xBIK08ItV95u-Sales-Executive-Vortex-Giza-Egypt?o=451&l=sp&t=sj&a=data analysis|search-v3|hpb
Digital Marketing Specialist - Media Buyer,Max Muscle,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · males_only · Communication · Digital Marketing · SEO · SEM · Social Media · campaigns · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/lmLItRy33H51-Digital-Marketing-Specialist---Media-Buyer-Max-Muscle-Cairo-Egypt?o=452&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Mobile Developer (Flutter),Optivius,"6th of October, Giza, Egypt ",Full timeExperienced · 4 - 7 Yrs of Exp · Mobile Development · Flutter · Dart Programming · Android · iOS · APIs · Computer Science · Design · Git · Information Technology (IT),https://wuzzuf.net/jobs/p/IcICxfLGifyy-Senior-Mobile-Developer-Flutter-Optivius-Giza-Egypt?o=453&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Branch Accountant,Confidential -,"Marg, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Accounting · excel · Finance · FMCG · Microsoft · Microsoft Office · VAT · CAPEX · Accounting/Finance,https://wuzzuf.net/jobs/p/Isk4yVL6Jv6x-Senior-Branch-Accountant-Cairo-Egypt?o=454&l=sp&t=sj&a=data analysis|search-v3|hpb
Digital Marketing Manager,Trust Creative Solutions,"Smouha, Alexandria, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Marketing · Digital Marketing · Social Media · Media · SEO · Advertising · Online Marketing · Communication · Social · Branding,https://wuzzuf.net/jobs/p/4vM8VwNDDjkZ-Digital-Marketing-Manager-Trust-Creative-Solutions-Alexandria-Egypt?o=455&l=sp&t=sj&a=data analysis|search-v3|hpb
Medical Image Processing Engineer,Paxerahealth Corp,"Smart Village, Giza, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Biomedical Engineering · Image Processing · Engineering · Medical · Programming · Information Technology (IT) · Computer Science · C# · Medical/Healthcare · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/r20DfGloob4u-Medical-Image-Processing-Engineer-Paxerahealth-Corp-Giza-Egypt?o=456&l=sp&t=sj&a=data analysis|search-v3|hpb
Product Marketing Lead,Fatura ,"Maadi, Cairo, Egypt ",Full timeManager · 2 - 5 Yrs of Exp · Product Management · Product · Marketing · Market Research · Branding · English · Business Administration · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/0d0zJH7BNfaE-Product-Marketing-Lead-Fatura-Cairo-Egypt?o=457&l=sp&t=sj&a=data analysis|search-v3|hpb
